Yaw,Pitch,Temperature (C),Pressure (hPa),Humidity,Battery voltage
198,4,42,1005,0,4
196,1,42,1005,0,4
198,4,42,1005,0,4
180,18,42,1005,0,4
180,29,42,1005,0,4
180,30,42,1005,0,4
182,31,42,1005,0,4
180,33,42,1005,0,4
182,34,42,1005,0,4
186,27,42,1005,0,4
170,28,42,1005,0,4
170,14,42,1005,0,4
166,20,42,1005,0,4
172,22,42,1005,0,4
176,20,43,1005,0,4
182,21,43,1005,0,4
180,21,43,1005,0,4
174,22,43,1005,0,4
172,26,43,1005,0,4
172,26,43,1005,0,4
178,29,43,1005,0,4
188,31,43,1005,0,4
192,3,43,1005,0,4
240,28,43,1005,0,4
224,8,43,1005,0,4
224,8,43,1005,0,4
206,10,43,1005,0,4
208,9,43,1005,0,4
212,14,43,1005,0,4
198,44,43,1005,0,4
202,66,43,1005,0,4
210,82,43,1005,0,4
220,77,43,1005,0,4
268,74,43,1005,0,4
226,72,43,1005,0,4
184,75,43,1005,0,4
140,69,43,1005,0,4
142,63,43,1005,0,4
142,72,43,1005,0,4
146,64,43,1005,0,4
310,85,43,1005,0,4
344,75,43,1005,0,4
348,72,43,1005,0,4
58,79,43,1005,0,4
348,82,43,1005,0,4
332,83,43,1005,0,4
306,84,43,1005,0,4
10,84,43,1005,0,4
22,86,43,1005,0,4
30,81,43,1005,0,4
344,79,43,1005,0,4
302,65,43,1005,0,4
234,76,43,1005,0,4
254,82,43,1005,0,4
116,81,43,1005,0,4
208,79,43,1005,0,4
226,72,43,1005,0,4
210,80,43,1005,0,4
236,78,43,1005,0,4
208,79,43,1005,0,4
216,82,43,1005,0,4
160,76,43,1005,0,4
214,78,43,1005,0,4
174,76,43,1005,0,4
180,74,43,1005,0,4
182,75,43,1005,0,4
180,73,43,1005,0,4
108,75,43,1005,0,4
172,81,43,1005,0,4
34,79,43,1005,0,4
24,80,43,1005,0,4
300,52,43,1005,0,4
4,81,43,1005,0,4
2,71,43,1005,0,4
16,79,43,1005,0,4
6,82,43,1005,0,4
36,81,43,1005,0,4
28,82,43,1005,0,4
24,82,43,1005,0,4
30,82,43,1005,0,4
36,82,43,1005,0,4
34,82,43,1005,0,4
26,81,43,1005,0,4
44,79,43,1005,0,4
40,81,43,1005,0,4
26,82,43,1005,0,4
12,82,43,1005,0,4
22,82,43,1005,0,4
350,83,43,1005,0,4
44,81,43,1005,0,4
42,85,43,1005,0,4
10,83,43,1005,0,4
4,82,43,1005,0,4
84,73,43,1005,0,4
26,72,43,1005,0,4
8,65,43,1005,0,4
356,67,43,1005,0,4
342,70,43,1005,0,4
338,76,43,1005,0,4
348,82,43,1005,0,4
116,84,43,1005,0,4
122,86,43,1005,0,4
70,86,43,1005,0,4
78,83,43,1005,0,4
58,83,43,1005,0,4
38,86,43,1005,0,4
30,83,43,1005,0,4
356,82,43,1005,0,4
30,83,43,1005,0,4
60,85,43,1005,0,4
62,83,43,1005,0,4
60,83,43,1005,0,4
18,84,43,1005,0,4
42,58,43,1005,0,4
20,84,43,1005,0,4
18,82,43,1005,0,4
12,73,43,1005,0,4
328,76,43,1005,0,4
344,76,43,1005,0,4
344,80,43,1005,0,4
328,80,43,1005,0,4
338,82,43,1005,0,4
318,68,43,1005,0,4
358,82,43,1005,0,4
338,80,43,1005,0,4
50,78,43,1005,0,4
352,78,43,1005,0,4
322,81,43,1005,0,4
22,74,43,1005,0,4
60,82,43,1005,0,4
352,71,43,1005,0,4
348,76,43,1005,0,4
128,84,43,1005,0,4
38,82,43,1005,0,4
58,82,43,1005,0,4
16,81,43,1005,0,4
82,85,43,1005,0,4
186,62,43,1005,0,4
52,84,43,1005,0,4
112,82,43,1005,0,4
54,83,43,1005,0,4
28,86,43,1005,0,4
168,86,43,1005,0,4
114,83,43,1005,0,4
58,83,43,1005,0,4
110,80,43,1005,0,4
48,84,43,1005,0,4
36,82,43,1005,0,4
44,83,43,1005,0,4
110,83,43,1005,0,4
112,81,43,1005,0,4
100,83,43,1005,0,4
166,84,43,1005,0,4
124,81,43,1005,0,4
216,85,43,1005,0,4
142,83,43,1005,0,4
178,84,43,1005,0,4
70,87,43,1005,0,4
38,72,43,1005,0,4
148,78,43,1005,0,4
72,83,43,1005,0,4
128,83,42,1005,0,4
194,85,43,1005,0,4
122,83,43,1005,0,4
176,84,43,1005,0,4
124,82,42,1005,0,4
122,80,42,1005,0,4
118,73,43,1005,0,4
180,81,43,1005,0,4
176,83,43,1005,0,4
174,83,43,1005,0,4
220,88,43,1005,0,4
52,82,42,1005,0,4
134,77,42,1005,0,4
68,82,42,1005,0,4
90,86,42,1005,0,4
100,81,42,1005,0,4
42,83,42,1005,0,4
50,80,42,1005,0,4
74,84,42,1005,0,4
128,85,42,1005,0,4
124,82,42,1005,0,4
104,86,42,1005,0,4
106,84,42,1005,0,4
118,82,42,1005,0,4
110,85,42,1005,0,4
104,85,42,1005,0,4
186,83,42,1005,0,4
144,84,42,1005,0,4
154,83,42,1005,0,4
236,84,42,1005,0,4
264,86,42,1005,0,4
268,81,42,1005,0,4
268,80,42,1005,0,4
248,82,42,1005,0,4
246,82,42,1005,0,4
224,84,42,1005,0,4
242,82,42,1005,0,4
230,82,42,1005,0,4
210,83,42,1005,0,4
248,85,42,1005,0,4
272,83,42,1005,0,4
314,84,42,1005,0,4
280,83,42,1005,0,4
294,84,42,1005,0,4
304,83,42,1005,0,4
296,81,42,1005,0,4
266,86,42,1005,0,4
270,82,42,1005,0,4
254,81,42,1005,0,4
226,82,42,1005,0,4
36,86,42,1005,0,4
162,82,42,1005,0,4
200,84,42,1005,0,4
274,80,42,1005,0,4
250,82,42,1005,0,4
254,85,42,1005,0,4
276,83,42,1005,0,4
298,83,42,1005,0,4
278,82,42,1005,0,4
264,83,42,1005,0,4
268,83,42,1005,0,4
268,83,42,1005,0,4
290,80,42,1005,0,4
286,81,42,1005,0,4
248,86,42,1005,0,4
272,85,42,1005,0,4
278,81,42,1005,0,4
278,84,42,1005,0,4
252,81,42,1005,0,4
222,82,42,1005,0,4
234,84,42,1005,0,4
68,86,42,1005,0,4
100,80,42,1005,0,4
126,81,42,1005,0,4
170,84,42,1005,0,4
80,53,42,1005,0,4
196,80,42,1005,0,4
274,77,42,1005,0,4
210,84,42,1005,0,4
288,78,42,1005,0,4
198,84,42,1005,0,4
220,83,42,1005,0,4
218,84,42,1005,0,4
190,84,42,1005,0,4
194,84,42,1005,0,4
188,84,42,1005,0,4
198,84,42,1005,0,4
186,85,42,1005,0,4
224,85,42,1005,0,4
246,84,42,1005,0,4
254,83,42,1005,0,4
260,84,42,1005,0,4
270,81,42,1005,0,4
304,86,42,1005,0,4
278,83,42,1005,0,4
276,83,42,1005,0,4
242,83,42,1005,0,4
254,84,42,1005,0,4
220,86,42,1005,0,4
224,81,42,1005,0,4
186,84,42,1005,0,4
354,81,42,1005,0,4
322,77,42,1005,0,4
186,62,42,1005,0,4
306,80,42,1005,0,4
326,83,42,1005,0,4
328,83,42,1005,0,4
332,85,42,1005,0,4
332,81,42,1005,0,4
316,80,42,1005,0,4
318,81,42,1005,0,4
296,83,42,1005,0,4
304,80,42,1005,0,4
198,78,42,1005,0,4
304,82,42,1005,0,4
280,86,42,1005,0,4
332,79,42,1005,0,4
8,66,42,1005,0,4
326,84,42,1005,0,4
340,80,42,1005,0,4
254,81,42,1005,0,4
258,81,42,1005,0,4
122,82,42,1005,0,4
170,83,42,1005,0,4
126,84,42,1005,0,4
116,84,42,1005,0,4
112,84,42,1005,0,4
128,82,42,1005,0,4
144,83,42,1005,0,4
132,82,42,1005,0,4
110,85,42,1005,0,4
118,82,42,1005,0,4
98,81,42,1005,0,4
130,82,42,1005,0,4
218,66,42,1005,0,4
154,68,42,1005,0,4
102,85,42,1005,0,4
132,85,42,1005,0,4
108,85,42,1005,0,4
94,81,42,1005,0,4
116,83,42,1005,0,4
92,87,42,1005,0,4
98,81,42,1005,0,4
128,83,42,1005,0,4
116,84,42,1005,0,4
90,83,42,1005,0,4
92,83,42,1005,0,4
90,86,42,1005,0,4
96,84,42,1005,0,4
52,84,42,1005,0,4
42,83,42,1005,0,4
46,83,42,1005,0,4
20,81,42,1005,0,4
64,81,42,1005,0,4
72,81,42,1005,0,4
64,81,42,1005,0,4
352,81,42,1005,0,4
312,84,42,1005,0,4
332,78,42,1005,0,4
332,62,42,1005,0,4
348,60,42,1005,0,4
74,84,42,1005,0,4
34,70,42,1000,0,4
36,80,42,1000,0,4
40,80,42,1000,0,4
134,87,42,1000,0,4
250,76,42,1000,0,4
292,70,42,1000,0,4
96,84,42,1000,0,4
132,60,42,1000,0,4
56,59,42,1000,0,4
38,33,42,995,0,4
192,74,42,995,0,4
190,72,42,995,0,4
68,73,42,995,0,4
92,78,42,995,0,4
42,75,42,995,0,4
64,68,42,990,0,4
68,62,42,990,0,4
266,79,42,990,0,4
224,68,42,990,0,4
122,50,42,990,0,4
136,76,42,990,0,4
346,84,42,990,0,4
154,65,42,990,0,4
152,85,42,990,0,4
276,72,42,990,0,4
30,63,42,985,0,4
12,85,42,985,0,4
202,69,42,985,0,4
170,75,42,985,0,4
342,52,42,985,0,4
276,49,42,985,0,4
208,68,42,985,0,4
62,67,42,980,0,4
44,64,42,980,0,4
30,69,42,980,0,4
334,73,42,980,0,4
320,62,42,980,0,4
320,48,42,980,0,4
84,78,42,980,0,4
30,66,42,975,0,4
342,78,42,975,0,4
0,54,42,975,0,4
282,60,42,975,0,4
260,75,42,975,0,4
190,77,42,975,0,4
136,60,42,975,0,4
72,52,42,975,0,4
50,61,41,975,0,4
48,56,42,975,0,4
38,51,41,975,0,4
324,76,41,970,0,4
308,74,41,970,0,4
30,52,41,970,0,4
56,76,41,970,0,4
328,77,41,970,0,4
220,74,41,970,0,4
232,73,41,970,0,4
270,81,41,965,0,4
276,57,41,965,0,4
82,77,41,965,0,4
354,76,41,965,0,4
348,72,41,965,0,4
316,72,41,965,0,4
252,78,41,965,0,4
292,73,41,965,0,4
194,84,41,960,0,4
134,83,41,960,0,4
76,77,41,960,0,4
40,57,41,960,0,4
6,63,41,960,0,4
336,65,41,960,0,4
326,69,41,960,0,4
28,84,41,960,0,4
2,76,41,960,0,4
344,71,40,955,0,4
6,52,40,955,0,4
196,79,40,955,0,4
270,79,40,955,0,4
22,32,40,955,0,4
156,64,40,955,0,4
84,88,40,955,0,4
38,80,40,955,0,4
50,64,40,955,0,4
30,72,40,955,0,4
10,61,40,955,0,4
26,40,40,955,0,4
176,53,40,950,0,4
62,78,40,950,0,4
272,84,40,950,0,4
212,77,40,950,0,4
194,83,40,950,0,4
356,38,40,950,0,4
130,67,40,945,0,4
8,66,40,945,0,4
20,80,40,945,0,4
10,77,39,945,0,4
336,59,39,945,0,4
0,39,39,945,0,4
12,78,39,945,0,4
26,77,39,945,0,4
52,82,39,940,0,4
340,63,39,940,0,4
310,84,39,940,0,4
338,68,39,940,0,4
102,60,39,940,0,4
184,68,39,940,0,4
70,50,39,940,0,4
240,79,39,940,0,4
268,81,39,940,0,4
232,83,39,940,0,4
358,74,39,940,0,4
352,69,39,935,0,4
348,46,39,935,0,4
98,64,39,935,0,4
56,81,39,935,0,4
200,62,39,935,0,4
190,70,39,935,0,4
48,77,39,935,0,4
268,75,39,935,0,4
176,66,38,935,0,4
230,74,38,935,0,4
12,79,38,935,0,4
68,76,38,935,0,4
84,70,38,935,0,4
40,78,38,930,0,4
184,73,38,930,0,4
112,75,38,930,0,4
48,72,38,930,0,4
48,78,38,930,0,4
52,78,38,930,0,4
344,66,38,930,0,4
12,41,38,930,0,4
44,88,38,930,0,4
242,58,38,930,0,4
216,82,38,925,0,4
344,62,38,925,0,4
326,67,38,925,0,4
274,84,38,925,0,4
198,74,38,925,0,4
186,80,38,925,0,4
246,78,38,925,0,4
304,81,38,925,0,4
346,51,38,925,0,4
282,63,38,925,0,4
306,80,38,925,0,4
12,33,38,920,0,4
58,66,37,920,0,4
324,82,37,920,0,4
334,59,37,920,0,4
358,76,37,920,0,4
44,80,37,920,0,4
38,60,37,920,0,4
298,74,37,920,0,4
134,88,37,915,0,4
318,70,37,915,0,4
310,50,37,915,0,4
286,67,37,915,0,4
154,73,37,915,0,4
226,79,37,915,0,4
154,85,37,915,0,4
60,69,37,915,0,4
284,70,37,915,0,4
264,79,37,915,0,4
294,77,37,915,0,4
20,80,37,910,0,4
50,67,37,910,0,4
44,46,37,910,0,4
72,52,37,910,0,4
332,79,37,910,0,4
58,85,37,910,0,4
90,81,37,910,0,4
108,69,37,910,0,4
140,77,36,910,0,4
86,75,36,910,0,4
240,63,36,910,0,4
12,78,36,910,0,4
38,79,36,905,0,4
250,87,36,905,0,4
14,78,36,905,0,4
6,81,36,905,0,4
330,74,36,905,0,4
318,76,36,905,0,4
308,65,36,905,0,4
300,70,36,905,0,4
296,78,36,905,0,4
266,79,36,905,0,4
310,81,36,905,0,4
30,81,36,905,0,4
66,77,36,900,0,4
354,75,36,900,0,4
330,82,36,900,0,4
60,77,36,900,0,4
82,71,36,900,0,4
146,67,36,900,0,4
16,79,36,900,0,4
348,71,36,900,0,4
30,72,36,900,0,4
348,84,36,900,0,4
258,68,36,900,0,4
326,76,35,900,0,4
268,74,35,895,0,4
310,60,35,895,0,4
290,72,35,895,0,4
284,75,35,895,0,4
278,69,35,895,0,4
268,79,35,895,0,4
308,73,35,895,0,4
310,78,35,895,0,4
64,82,35,895,0,4
42,68,35,895,0,4
54,83,35,890,0,4
332,83,35,890,0,4
320,85,35,890,0,4
0,63,35,890,0,4
2,66,35,890,0,4
328,81,35,890,0,4
6,83,35,890,0,4
20,82,35,890,0,4
326,80,35,890,0,4
338,85,35,890,0,4
96,76,35,890,0,4
10,74,35,890,0,4
62,82,35,885,0,4
166,86,35,885,0,4
18,69,35,885,0,4
108,80,35,885,0,4
186,62,35,885,0,4
126,76,35,885,0,4
258,85,35,885,0,4
14,67,35,885,0,4
50,67,35,885,0,4
72,68,35,885,0,4
44,64,35,885,0,4
2,82,35,885,0,4
8,57,34,885,0,4
40,83,34,880,0,4
320,87,34,880,0,4
10,69,34,880,0,4
350,66,34,880,0,4
290,81,34,880,0,4
176,77,34,880,0,4
126,79,34,880,0,4
148,80,34,880,0,4
214,84,34,880,0,4
322,76,34,880,0,4
12,62,34,880,0,4
340,74,34,880,0,4
154,72,34,880,0,4
28,55,34,875,0,4
354,62,34,875,0,4
8,84,34,875,0,4
346,82,34,875,0,4
282,79,34,875,0,4
314,81,34,875,0,4
78,74,34,875,0,4
106,79,34,875,0,4
56,60,34,875,0,4
326,81,34,875,0,4
292,76,34,875,0,4
14,86,34,870,0,4
38,86,34,870,0,4
76,80,34,870,0,4
24,66,34,870,0,4
340,86,34,870,0,4
276,78,34,870,0,4
10,80,34,870,0,4
34,78,33,870,0,4
22,73,33,870,0,4
344,84,33,870,0,4
14,51,33,870,0,4
314,74,33,870,0,4
250,84,33,870,0,4
308,80,33,870,0,4
304,79,33,865,0,4
326,86,33,865,0,4
10,78,33,865,0,4
96,84,33,865,0,4
340,74,33,865,0,4
272,66,33,865,0,4
308,59,33,865,0,4
346,65,33,865,0,4
16,82,33,865,0,4
338,79,33,865,0,4
4,81,33,865,0,4
56,78,33,865,0,4
34,64,33,865,0,4
62,47,33,865,0,4
284,72,33,860,0,4
230,66,33,860,0,4
200,77,33,860,0,4
2,55,33,860,0,4
32,73,33,860,0,4
0,50,33,860,0,4
18,56,33,860,0,4
240,80,33,860,0,4
50,84,33,860,0,4
264,83,33,860,0,4
214,69,33,860,0,4
220,80,33,860,0,4
94,84,33,860,0,4
10,67,33,855,0,4
276,75,33,855,0,4
324,60,33,855,0,4
10,53,32,855,0,4
316,79,32,855,0,4
260,84,32,855,0,4
154,78,32,855,0,4
54,82,32,855,0,4
62,85,32,855,0,4
64,77,32,855,0,4
122,56,32,855,0,4
70,72,32,855,0,4
26,79,32,855,0,4
8,83,32,855,0,4
58,82,32,855,0,4
130,74,32,855,0,4
86,73,32,850,0,4
128,66,32,850,0,4
198,84,32,850,0,4
306,82,32,850,0,4
22,69,32,850,0,4
18,78,32,850,0,4
70,72,32,850,0,4
10,77,32,850,0,4
110,73,32,850,0,4
36,72,32,850,0,4
242,78,32,850,0,4
206,86,32,850,0,4
284,80,32,850,0,4
12,84,32,850,0,4
14,46,32,850,0,4
334,63,32,845,0,4
198,82,32,845,0,4
258,86,32,845,0,4
30,7,32,845,0,4
66,14,31,845,0,4
68,16,31,850,0,4
76,20,31,850,0,4
78,12,31,850,0,4
92,22,31,850,0,4
304,30,31,850,0,4
278,52,31,855,0,4
272,46,30,855,0,4
246,39,30,855,0,4
154,67,30,860,0,4
24,81,30,860,0,4
26,59,29,870,0,4
52,58,29,870,0,4
80,70,29,870,0,4
166,80,29,875,0,4
338,41,29,875,0,4
354,60,28,880,0,4
292,53,28,880,0,4
322,57,28,885,0,4
328,61,28,885,0,4
324,57,28,885,0,4
314,56,27,890,0,4
298,59,27,890,0,4
308,57,27,895,0,4
352,63,26,905,0,4
290,47,26,905,0,4
304,56,26,910,0,4
278,57,25,910,0,4
232,61,25,915,0,4
242,75,25,915,0,4
106,32,25,920,0,4
110,50,25,920,0,4
130,54,25,920,0,4
170,33,25,925,0,4
196,45,25,925,0,4
198,23,25,925,0,4
176,58,24,935,0,4
182,42,24,935,0,4
178,48,24,935,0,4
180,23,24,935,0,4
186,37,24,935,0,4
180,37,24,940,0,4
282,85,24,940,0,4
318,60,24,940,0,4
288,54,24,940,0,4
274,37,24,945,0,4
132,78,24,945,0,4
38,51,23,945,0,4
176,56,23,955,0,4
246,45,23,960,0,4
270,29,23,960,0,4
222,41,23,965,0,4
170,31,23,965,0,4
140,43,23,965,0,4
138,27,23,970,0,4
148,22,23,970,0,4
164,59,23,970,0,4
180,35,23,970,0,4
184,54,23,970,0,4
174,40,23,975,0,4
194,58,23,975,0,4
176,38,23,980,0,4
178,47,23,980,0,4
180,28,23,985,0,4
184,30,23,985,0,4
190,31,23,985,0,4
194,48,23,985,0,4
192,43,23,990,0,4
214,64,23,990,0,4
186,43,23,990,0,4
162,29,23,990,0,4
164,51,23,995,0,4
174,39,23,995,0,4
190,23,23,1000,0,4
186,28,23,1000,0,4
182,32,23,1000,0,4
210,42,23,1000,0,4
214,33,24,1005,0,4
210,51,24,1005,0,4
202,39,24,1005,0,4
194,43,24,1005,0,4
116,41,24,1010,0,4
138,58,24,1010,0,4
200,47,24,1010,0,4
36,64,24,1010,0,4
226,65,24,1010,0,4
54,30,24,1010,0,4
68,32,24,1010,0,4
62,30,24,1010,0,4
58,29,24,1010,0,4
52,30,24,1010,0,4
48,30,24,1010,0,4
48,29,24,1010,0,4
44,30,24,1010,0,4
42,30,24,1010,0,4
40,30,24,1010,0,4
40,29,24,1010,0,4
38,28,24,1010,0,4
32,28,24,1010,0,4
32,29,24,1010,0,4
30,29,24,1010,0,4
30,29,24,1010,0,4
30,29,24,1010,0,4
30,28,24,1010,0,4
32,27,24,1010,0,4
30,29,24,1010,0,4
30,29,24,1010,0,4
30,29,24,1010,0,4
30,30,24,1010,0,4
30,29,24,1010,0,4
28,29,24,1010,0,4
28,29,24,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
26,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
30,28,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
30,27,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,29,25,1010,0,4
28,28,25,1010,0,4
30,28,25,1010,0,4
30,27,25,1010,0,4
30,28,25,1010,0,4
28,29,25,1010,0,4
